"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Organspezifische Zusatzmodule LogicalModel FHIR Mapping","Mapping: Organspezifische Zusatzmodule LogicalModel oBDS Mapping","Mapping: RIM Mapping"
"OrganspezifischeZusatzmodule","OrganspezifischeZusatzmodule","","","",0,*,"","","","null {[]} {[]}
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.AbstandAnokutanlinie","OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.AbstandAnokutanlinie","","","",0,1,"","","","Quantity {[]} {[]}
","Abstand Anokutanlinie","Höhe des Sitzes des Rektumkarzinoms ab Anokutanlinie in cm. oBDS KR1","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.AbstandAnokutanlinie",0,1,"","","Observation.where(code.coding.system='http://loinc.org' and code.coding.code='33748-5').valueQuantity","KR1"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren","","","",0,1,"","","","BackboneElement {[]} {[]}
","Bildgebende Verfahren","Bildgebende Verfahren","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","KRK-spezifische bildgebende Verfahren","KR5"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale","","","",0,1,"","","","BackboneElement {[]} {[]}
","MRT/CT Mesorektale Faszie","MRT/CT Mesorektale Faszie","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.where(code.coding.system='http://radlex.org' and code.coding.code='RDE96')","KR5"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.AbstandMesorektale","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.AbstandMesorektale","","","",0,1,"","","","Quantity {[]} {[]}
","Abstand Mesorektale Faszie","Abstand des Tumors zur mesorektalen Faszie in mm bei MRT/CT. oBDS KR5","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.AbstandMesorektale",0,1,"","","Observation.valueQuantity","KR5"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.AbstandNichtVerfuegbarGrund","OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.AbstandNichtVerfuegbarGrund","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Grund für fehlende Abstandsmessung","Grund warum der Abstand zur mesorektalen Faszie nicht verfügbar ist (nicht durchgeführt/nicht angegeben/unbekannt).","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.BildgebendeVerfahren.MRTMesorektale.AbstandNichtVerfuegbarGrund",0,1,"","","Observation.valueCodeableConcept","KR5"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation","","","",0,1,"","","","BackboneElement {[]} {[]}
","KRK Operation","KRK Operation","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Procedure.where(meta.profile.contains('https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-pr-onko-krk-operation'))","KR-Operation"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.Operationstyp","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.Operationstyp","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Operationstyp","Art der kolorektalen Operation (TME, PME, lokale Exzision, etc.).","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.Operationstyp",0,1,"","","Procedure.code","OPS"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.ASAKlassifikation","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.ASAKlassifikation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","ASA-Klassifikation","American Society of Anesthesiologists Physical Status Classification System. oBDS KR4","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.ASAKlassifikation",0,1,"","","Observation.where(code.coding.system='http://loinc.org' and code.coding.code='97816-3').valueCodeableConcept","KR9"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung","","","",0,1,"","","","BackboneElement {[]} {[]}
","Stoma Markierung","Stoma Markierung","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Procedure.where(meta.profile.contains('https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-pr-onko-krk-stoma-markierung'))","KR7"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.Status","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.Status","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Markierungsstatus","Status der präoperativen Stoma-Markierung.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.Status",0,1,"","","Procedure.status","KR7"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.StatusGrund","OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.StatusGrund","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Status Grund","Grund für Markierungsstatus (geplant/nicht geplant/abgelehnt).","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.Operation.StomaMarkierung.StatusGrund",0,1,"","","Procedure.statusReason","KR7"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung","","","",0,1,"","","","BackboneElement {[]} {[]}
","Pathologische Bewertung","Pathologische Bewertung","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","KRK-spezifische pathologische Bewertung","KR2-KR4"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.ResektionsraenderAboral","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.ResektionsraenderAboral","","","",0,1,"","","","Quantity {[]} {[]}
","Resektionsrand aboral","Minimaler Abstand des aboralen Tumorrandes zum aboralen Resektionsrand in mm. oBDS KR2","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.ResektionsraenderAboral",0,1,"","","Observation.where(code.coding.system='http://loinc.org' and code.coding.code='81175-2').valueQuantity","KR2"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.ResektionsraenderCircumferell","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.ResektionsraenderCircumferell","","","",0,1,"","","","Quantity {[]} {[]}
","Resektionsrand circumferell","Minimaler Abstand des Tumors zur circumferellen Resektionsebene in mm. oBDS KR3","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.ResektionsraenderCircumferell",0,1,"","","Observation.where(code.coding.system='http://loinc.org' and code.coding.code='81176-0').valueQuantity","KR3"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.TMEQualitaet","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.TMEQualitaet","","","",0,1,"","","","CodeableConcept {[]} {[]}
","TME Qualität","Qualität der totalen mesorektalen Exzision (Grad 1-3).","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PathologischeBewertung.TMEQualitaet",0,1,"","","Specimen.where(meta.profile.contains('https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-pr-onko-krk-specimen')).extension","KR4"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen","","","",0,1,"","","","BackboneElement {[]} {[]}
","Postoperative Komplikationen","Postoperative Komplikationen","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","KRK-spezifische postoperative Komplikationen","KR8"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.PostoperativeKomplikationen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
